"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",-0.626453810742332,1.13496508865819,-0.88614958536232,0.75936749140462,-1.1346301818428,-1.5163733082107,-0.618827082103042,-1.32541772108994,-1.04189075909563
"2",0.183643324222082,1.11193184503695,-1.9222548962705,5.9596647710323,0.764557098985494,0.629141191579469,-1.10942195506102,0.951979720153307,-4.4571613674167
"3",-0.835628612410047,-0.870777633605343,1.61970074406333,3.0678526750687,0.57071013812077,-1.67819403634361,-2.17033522782815,0.860004385395497,-7.47905954693008
"4",1.59528080213779,0.210731585072843,0.519269904664384,1.59122239343587,-1.35169392873999,1.17978114865575,-0.031303067810319,1.06079030632322,-6.529126144109
"5",0.329507771815361,0.0693956473744585,-0.055849931834021,6.90077262792547,-2.02988546892015,1.11765453788961,-0.260398475046864,-0.350583962856793,-1.77822270481756
"6",-0.820468384118015,-1.66264885284192,0.696417610118512,0.50447767092589,0.59047865366269,-1.23773594145696,0.534430472141605,-0.130765555518792,-5.66238356062442
"7",0.487429052428485,0.81083998017723,0.0535156788292137,6.75933014287931,-1.41306996358893,-1.2301645408311,-0.559439365973233,0.763585907774061,-2.73174227426185
"8",0.738324705129217,-1.91234579604708,-1.31028349719307,1.66537352792365,1.61034155096049,0.597790917869022,1.60837018511734,-0.493905734041476,-0.53886745452927
"9",0.575781351653492,-1.24675342879504,-2.12306605809801,4.20419627938766,1.84044254689097,0.298864408541726,0.556639750082132,1.11335984755571,-2.78727183501294
"10",-0.305388387156356,0.998154445057314,-0.208078589007654,5.77022085794411,1.36829790968081,-0.110139371950242,0.185622477417712,1.45896272165295,-2.90531695534825
"11",1.51178116845085,-0.540872744514261,-0.312786579520356,2.4090526119451,-1.25557313458956,-0.807675019018805,-1.03940830591958,0.634593123834581,-4.03132428554048
"12",0.389843236411431,-0.216375790780247,-1.05823570968124,3.84560673694929,-1.38434708819005,0.114539172613828,-0.363382042037001,1.81668024231221,-4.54179659603132
"13",-0.621240580541804,-1.62193729284198,0.417223595566457,1.56326063990802,-0.0195796792576955,-0.179520060349557,-1.37689058298087,-0.32028189706632,-3.63106118742655
"14",-2.2146998871775,-1.45096396539936,-0.315451534215849,11.1650612143456,0.162585654762545,0.0548449048881487,-0.535472738709146,1.43786452824517,-2.20610128394455
"15",1.12493091814311,0.35090973068782,0.82554913408199,7.13699112990344,-0.134708351469953,1.29913983525542,0.274834709674082,-1.90125145892818,-1.02620572018492
"16",-0.0449336090152309,-0.174546928731224,1.29127203757818,3.80560058038412,-0.0847986379498059,-0.434561207509286,1.31569555144305,0.249615401584932,-1.39783192925584
"17",-0.0161902630989461,-0.591428470216157,-0.625104977916382,1.63160473763897,-0.572961857183522,-0.80892301575371,-0.170495811093392,-0.0559608431960576,-5.53846170656827
"18",0.943836210685299,-1.33402726089608,-0.87514675454924,3.64858662573533,1.66760643628207,-0.522351466372015,1.44695364696722,-1.54927952435673,-0.709215092840491
"19",0.821221195098089,-1.09729850119228,0.14335694280806,2.73945747350328,-0.57670173483092,-0.28771573691542,1.64721350504056,0.0633955981768929,-6.68827954626147
"20",0.593901321217509,2.03610360936432,1.42518963325776,3.53700149736217,0.301856343087538,-0.643213250563503,1.0134914277516,0.678469773470842,-5.94012796884981
"21",0.918977371608218,-0.326489593374826,-1.7347494260304,7.32695907587667,-0.389822327794674,0.342818721429651,0.0531912376296632,0.197444290007926,-3.09324581632402
"22",0.782136300731067,0.77400521202148,-0.837404647022428,3.14020247606398,-0.805946268792022,1.44810563598613,0.993177208271887,0.234274361382477,-4.13867938694813
"23",0.0745649833651906,0.78500640067928,-0.715752615389938,1.44822266912476,-0.650873892773728,1.35370666475091,-1.65779075074551,-1.39149989717533,-8.14735105748493
"24",-1.98935169586337,0.763246080345894,0.374820958042662,6.11219346359047,-1.82620269735605,0.474778891822527,0.141984700266777,0.317813277684331,-1.08988380906722
"25",0.61982574789471,0.294808759565037,2.38332796196972,3.52210743233685,-0.0998313939175012,-0.248924901665984,-0.673173878521522,0.855072852304299,-12.0612591950268
"26",-0.0561287395290008,-1.25235592417266,-0.46391296156182,6.97259359898021,0.129403465792139,-1.44368394451887,-1.44189555080687,-0.300574127408493,-2.5883884165258
"27",-0.155795506705329,-1.00950375276966,-0.426500402118622,8.66816818106415,0.415468902905128,-0.983675924123009,0.832124291210071,-2.99778295733103,-6.39434433546518
"28",-1.47075238389927,0.751391194545935,-1.7030952143982,7.20922728825509,1.3115125574602,-1.19330120287374,0.256604961839733,0.12280134682173,-3.51187960356517
"29",-0.47815005510862,-1.30835351258276,-1.04149735602985,3.53270288081233,-1.65570825100467,-0.0604879128575672,-0.686570117588295,-2.36168157746245,-2.76466326013416
"30",0.417941560199702,0.527540097063652,0.768734962012234,2.2908117522097,-0.555518890306087,1.95002254513861,-0.0153566103314507,-0.808327923203117,-4.95336024869093
"31",1.35867955152904,-0.53353957357734,-0.74532037743636,6.02891265773632,-1.63979745668635,-1.39988212605629,-0.855341645871241,-0.855474799693943,-3.93985093883015
